Entity,Code,Day,total_vaccinations
Cuba,CUB,2022-09-18,41786582
Cuba,CUB,2022-09-19,41804123
Cuba,CUB,2022-09-20,41827415
Cuba,CUB,2022-09-21,41851642
Cuba,CUB,2022-09-23,41900978
Cuba,CUB,2022-09-25,42004315
Cuba,CUB,2022-09-26,42017497
Cuba,CUB,2022-09-27,42023401
Cuba,CUB,2022-09-29,42052954
Cuba,CUB,2022-09-30,42063368
Cuba,CUB,2022-10-01,42068691
Cuba,CUB,2022-10-02,42071723
Cuba,CUB,2022-10-03,42084094
Cuba,CUB,2022-10-04,42095722
Cuba,CUB,2022-10-05,42110520
Cuba,CUB,2022-10-06,42125773
Cuba,CUB,2022-10-07,42138171
Cuba,CUB,2022-10-08,42142075
Cuba,CUB,2022-10-09,42142270
Cuba,CUB,2022-10-11,42158933
Cuba,CUB,2022-10-12,42172341
Cuba,CUB,2022-10-13,42193708
Cuba,CUB,2022-10-14,42204599
Cuba,CUB,2022-10-15,42211132
Cuba,CUB,2022-10-16,42212832
Cuba,CUB,2022-10-17,42221794
Cuba,CUB,2022-10-18,42232674
Cuba,CUB,2022-10-19,42246483
Cuba,CUB,2022-10-21,42269794
Cuba,CUB,2022-10-22,42274548
Cuba,CUB,2022-10-23,42276214
Cuba,CUB,2022-10-24,42284136
Cuba,CUB,2022-10-25,42292797
Cuba,CUB,2022-10-27,42319785
Cuba,CUB,2022-10-29,42349342
Cuba,CUB,2022-10-30,42351544
Cuba,CUB,2022-10-31,42362502
Cuba,CUB,2022-11-01,42372894
Cuba,CUB,2022-11-03,42396652
Cuba,CUB,2022-11-04,42405222
Cuba,CUB,2022-11-05,42410035
Cuba,CUB,2022-11-06,42410778
Cuba,CUB,2022-11-07,42418410
Cuba,CUB,2022-11-08,42424681
Cuba,CUB,2022-11-09,42430090
Cuba,CUB,2022-11-10,42436440
Cuba,CUB,2022-11-11,42441476
Cuba,CUB,2022-11-12,42444663
Cuba,CUB,2022-11-13,42445431
Cuba,CUB,2022-11-14,42453139
Cuba,CUB,2022-11-15,42458145
Cuba,CUB,2022-11-16,42466706
Cuba,CUB,2022-11-18,42479425
Cuba,CUB,2022-11-19,42481954
Cuba,CUB,2022-11-20,42482443
Cuba,CUB,2022-11-21,42492378
Cuba,CUB,2022-11-22,42499758
Cuba,CUB,2022-11-23,42507637
Cuba,CUB,2022-11-24,42516395
Cuba,CUB,2022-11-25,42521906
Cuba,CUB,2022-11-26,42524151
Cuba,CUB,2022-11-27,42524733
Cuba,CUB,2022-11-29,42536821
Cuba,CUB,2022-12-01,42554119
Cuba,CUB,2022-12-02,42564097
Cuba,CUB,2022-12-03,42565079
Cuba,CUB,2022-12-04,42568608
Cuba,CUB,2022-12-05,42575028
Cuba,CUB,2022-12-06,42579029
Cuba,CUB,2022-12-07,42583737
Cuba,CUB,2022-12-09,42595812
Cuba,CUB,2022-12-10,42600667
Cuba,CUB,2022-12-12,42606154
Cuba,CUB,2022-12-13,42611832
Cuba,CUB,2022-12-14,42620631
Cuba,CUB,2022-12-16,42636823
Cuba,CUB,2022-12-17,42639680
Cuba,CUB,2022-12-18,42641172
Cuba,CUB,2022-12-19,42646902
Cuba,CUB,2022-12-20,42653183
Cuba,CUB,2022-12-21,42660703
Cuba,CUB,2022-12-22,42665484
Cuba,CUB,2022-12-24,42672459
Cuba,CUB,2022-12-25,42673358
Cuba,CUB,2022-12-26,42678834
Cuba,CUB,2022-12-27,42684967
Cuba,CUB,2022-12-29,42712334
Cuba,CUB,2023-01-03,42747321
Cuba,CUB,2023-01-04,42756049
Cuba,CUB,2023-01-06,42787488
Cuba,CUB,2023-01-07,42797051
Cuba,CUB,2023-01-08,42802250
Cuba,CUB,2023-01-09,42816224
Cuba,CUB,2023-01-11,42868362
Cuba,CUB,2023-01-12,42902003
Cuba,CUB,2023-01-13,42921360
Cuba,CUB,2023-01-14,42932121
Cuba,CUB,2023-01-15,42939301
Cuba,CUB,2023-01-16,42962409
Cuba,CUB,2023-01-17,42999676
Cuba,CUB,2023-01-21,43129083
Cuba,CUB,2023-01-22,43135236
Cuba,CUB,2023-01-23,43163001
Cuba,CUB,2023-01-24,43212977
Cuba,CUB,2023-01-25,43213475
Cuba,CUB,2023-01-26,43291803
Cuba,CUB,2023-01-27,43292196
Cuba,CUB,2023-01-28,43339586
Cuba,CUB,2023-01-29,43348660
Cuba,CUB,2023-01-30,43365020
Cuba,CUB,2023-01-31,43389857
Cuba,CUB,2023-02-01,43421761
Cuba,CUB,2023-02-02,43445015
Cuba,CUB,2023-02-03,43461970
Cuba,CUB,2023-02-04,43468712
Cuba,CUB,2023-02-05,43473944
Cuba,CUB,2023-02-06,43485095
Cuba,CUB,2023-02-07,43502048
Cuba,CUB,2023-02-09,43522333
Cuba,CUB,2023-02-10,43537455
Cuba,CUB,2023-02-11,43540291
Cuba,CUB,2023-02-12,43543494
Cuba,CUB,2023-02-13,43555806
Cuba,CUB,2023-02-14,43564205
Cuba,CUB,2023-02-16,43593127
Cuba,CUB,2023-02-17,43606497
Cuba,CUB,2023-02-18,43607153
Cuba,CUB,2023-02-19,43607448
Cuba,CUB,2023-02-20,43614510
Cuba,CUB,2023-02-21,43624388
Cuba,CUB,2023-02-23,43638303
Cuba,CUB,2023-02-24,43648648
Cuba,CUB,2023-02-25,43652126
Cuba,CUB,2023-02-26,43652896
Cuba,CUB,2023-02-27,43656970
Cuba,CUB,2023-02-28,43666601
Cuba,CUB,2023-03-01,43669971
Cuba,CUB,2023-03-03,43686470
Cuba,CUB,2023-03-04,43687226
Cuba,CUB,2023-03-05,43687302
Cuba,CUB,2023-03-06,43691877
Cuba,CUB,2023-03-07,43695417
Cuba,CUB,2023-03-08,43699165
Cuba,CUB,2023-03-10,43714137
Cuba,CUB,2023-03-11,43714809
Cuba,CUB,2023-03-12,43715053
Cuba,CUB,2023-03-13,43723301
Cuba,CUB,2023-03-14,43733266
Cuba,CUB,2023-03-16,43769171
Cuba,CUB,2023-03-17,43777279
Cuba,CUB,2023-03-18,43777927
Cuba,CUB,2023-03-19,43778141
Cuba,CUB,2023-03-20,43790538
Cuba,CUB,2023-03-21,43796871
Cuba,CUB,2023-03-22,43809007
Cuba,CUB,2023-03-24,43826027
Cuba,CUB,2023-03-25,43826719
Cuba,CUB,2023-03-26,43828050
Cuba,CUB,2023-03-27,43834188
Cuba,CUB,2023-03-28,43843941
Cuba,CUB,2023-03-29,43848694
Cuba,CUB,2023-03-30,43858860
Cuba,CUB,2023-03-31,43862866
Cuba,CUB,2023-04-01,43864739
Cuba,CUB,2023-04-02,43864769
Cuba,CUB,2023-04-03,43871495
Cuba,CUB,2023-04-04,43881196
Cuba,CUB,2023-04-05,43886965
Cuba,CUB,2023-04-07,43899334
Cuba,CUB,2023-04-08,43899805
Cuba,CUB,2023-04-09,43899815
Cuba,CUB,2023-04-10,43905067
Cuba,CUB,2023-04-11,43912446
Cuba,CUB,2023-04-12,43925282
Cuba,CUB,2023-04-13,43942048
Cuba,CUB,2023-04-15,43954754
Cuba,CUB,2023-04-16,43968224
Cuba,CUB,2023-04-18,43975748
Cuba,CUB,2023-04-19,43994941
Cuba,CUB,2023-04-21,44020381
Cuba,CUB,2023-04-22,44022695
Cuba,CUB,2023-04-23,44022993
Cuba,CUB,2023-04-24,44034725
Cuba,CUB,2023-04-25,44049053
Cuba,CUB,2023-04-27,44067861
Cuba,CUB,2023-04-28,44089196
Cuba,CUB,2023-05-02,44101102
Cuba,CUB,2023-05-03,44112391
Cuba,CUB,2023-05-05,44133353
Cuba,CUB,2023-05-06,44153896
Cuba,CUB,2023-05-09,44165197
Cuba,CUB,2023-05-11,44206619
Cuba,CUB,2023-05-12,44221618
Cuba,CUB,2023-05-13,44222874
Cuba,CUB,2023-05-15,44238930
Cuba,CUB,2023-05-16,44308160
Cuba,CUB,2023-05-19,44415297
Cuba,CUB,2023-05-20,44421200
Cuba,CUB,2023-05-21,44421248
Cuba,CUB,2023-05-22,44493644
Cuba,CUB,2023-05-23,44534565
Cuba,CUB,2023-05-25,44636427
Cuba,CUB,2023-05-26,44685024
Cuba,CUB,2023-05-27,44693802
Cuba,CUB,2023-05-28,44694016
Cuba,CUB,2023-05-29,44737622
Cuba,CUB,2023-05-30,44779461
Cuba,CUB,2023-05-31,44810809
Cuba,CUB,2023-06-01,44854414
Cuba,CUB,2023-06-02,44875967
Cuba,CUB,2023-06-03,44885422
Cuba,CUB,2023-06-04,44887994
Cuba,CUB,2023-06-05,44918445
Cuba,CUB,2023-06-06,44943729
Cuba,CUB,2023-06-07,44969467
Cuba,CUB,2023-06-09,45009558
Cuba,CUB,2023-06-10,45014208
Cuba,CUB,2023-06-11,45014237
Cuba,CUB,2023-06-12,45042113
Cuba,CUB,2023-06-13,45064123
Cuba,CUB,2023-06-14,45103413
Cuba,CUB,2023-06-15,45129115
Cuba,CUB,2023-06-16,45143325
Cuba,CUB,2023-06-17,45148499
Cuba,CUB,2023-06-18,45149334
Cuba,CUB,2023-06-19,45166712
Cuba,CUB,2023-06-20,45192524
Cuba,CUB,2023-06-22,45235808
Cuba,CUB,2023-06-23,45248026
Cuba,CUB,2023-06-25,45250398
Cuba,CUB,2023-06-26,45269571
Cuba,CUB,2023-06-28,45305049
Cuba,CUB,2023-06-29,45332327
Cuba,CUB,2023-07-02,45348578
Cuba,CUB,2023-07-03,45360112
Cuba,CUB,2023-07-04,45368707
Cuba,CUB,2023-07-05,45378453
Cuba,CUB,2023-07-06,45391759
Cuba,CUB,2023-07-07,45396402
Cuba,CUB,2023-07-08,45398208
Cuba,CUB,2023-08-01,45508998
Cuba,CUB,2023-08-02,45513514
Cuba,CUB,2023-08-03,45533369
Cuba,CUB,2023-08-04,45538366
Cuba,CUB,2023-08-05,45538742
Cuba,CUB,2023-08-07,45544675
Cuba,CUB,2023-08-08,45549080
Cuba,CUB,2023-08-09,45555797
Cuba,CUB,2023-08-10,45557722
Cuba,CUB,2023-08-11,45562634
Cuba,CUB,2023-08-12,45563171
Cuba,CUB,2023-08-13,45565145
Cuba,CUB,2023-08-14,45567901
Cuba,CUB,2023-08-15,45572805
Cuba,CUB,2023-08-16,45579600
Cuba,CUB,2023-08-17,45582901
Cuba,CUB,2023-08-18,45584961
Cuba,CUB,2023-08-19,45586062
Cuba,CUB,2023-08-20,45586564
Cuba,CUB,2023-08-22,45592389
Cuba,CUB,2023-08-23,45596881
Cuba,CUB,2023-08-24,45599323
Cuba,CUB,2023-08-25,45601445
Cuba,CUB,2023-08-26,45601772
Cuba,CUB,2023-08-28,45602518
Cuba,CUB,2023-08-29,45603555
Cuba,CUB,2023-08-30,45606458
Cuba,CUB,2023-08-31,45609830
Cuba,CUB,2023-09-01,45612307
Cuba,CUB,2023-09-02,45613175
Cuba,CUB,2023-09-04,45614918
Cuba,CUB,2023-09-05,45615941
Cuba,CUB,2023-09-06,45619084
Cuba,CUB,2023-09-07,45620589
Cuba,CUB,2023-09-08,45622024
Cuba,CUB,2024-01-26,45895312
Cuba,CUB,2024-03-08,45943146
Cuba,CUB,2024-03-15,45951030
Cuba,CUB,2024-03-22,45960943
Cuba,CUB,2024-03-29,45971465
Cuba,CUB,2024-04-12,45995747
Curacao,CUW,2021-03-29,19609
Curacao,CUW,2021-03-30,20485
Curacao,CUW,2021-04-01,22339
Curacao,CUW,2021-04-05,28137
Curacao,CUW,2021-04-06,30206
Curacao,CUW,2021-04-07,32330
Curacao,CUW,2021-04-08,34130
Curacao,CUW,2021-04-09,36866
Curacao,CUW,2021-04-10,40648
Curacao,CUW,2021-04-13,49926
Curacao,CUW,2021-04-14,53519
Curacao,CUW,2021-04-15,58175
Curacao,CUW,2021-04-16,61031
Curacao,CUW,2021-04-17,64447
Curacao,CUW,2021-04-19,68760
Curacao,CUW,2021-04-20,71973
Curacao,CUW,2021-04-21,74839
Curacao,CUW,2021-04-22,77687
Curacao,CUW,2021-04-23,80356
Curacao,CUW,2021-04-24,84016
Curacao,CUW,2021-04-25,84716
Curacao,CUW,2021-04-26,86781
Curacao,CUW,2021-04-27,89193
Curacao,CUW,2021-04-28,89746
Curacao,CUW,2021-04-29,93919
Curacao,CUW,2021-04-30,95693
Curacao,CUW,2021-05-01,97496
Curacao,CUW,2021-05-02,97504
Curacao,CUW,2021-05-03,100527
Curacao,CUW,2021-05-04,102803
Curacao,CUW,2021-05-05,105720
Curacao,CUW,2021-05-06,106971
Curacao,CUW,2021-05-08,108202
Curacao,CUW,2021-05-09,109444
Curacao,CUW,2021-05-10,110103
Curacao,CUW,2021-05-11,111446
Curacao,CUW,2021-05-12,112966
Curacao,CUW,2021-05-13,115561
Curacao,CUW,2021-05-14,117613
Curacao,CUW,2021-05-15,120109
Curacao,CUW,2021-05-16,123637
Curacao,CUW,2021-05-17,125633
Curacao,CUW,2021-05-18,129059
Curacao,CUW,2021-05-19,132406
Curacao,CUW,2021-05-20,135302
Curacao,CUW,2021-05-21,139995
Curacao,CUW,2021-05-22,142102
Curacao,CUW,2021-05-23,143089
Curacao,CUW,2021-05-24,144571
Curacao,CUW,2021-05-25,147005
Curacao,CUW,2021-05-26,147350
Curacao,CUW,2021-05-27,148687
Curacao,CUW,2021-05-28,150319
Curacao,CUW,2021-05-29,151302
Curacao,CUW,2021-05-30,152260
Curacao,CUW,2021-05-31,153779
Curacao,CUW,2021-06-01,154426
Curacao,CUW,2021-06-02,155208
Curacao,CUW,2021-06-03,156188
Curacao,CUW,2021-06-04,156456
Curacao,CUW,2021-06-05,157135
Curacao,CUW,2021-06-06,157556
Curacao,CUW,2021-06-07,158274
Curacao,CUW,2021-06-08,158977
Curacao,CUW,2021-06-09,159552
Curacao,CUW,2021-06-10,160026
Curacao,CUW,2021-06-11,160585
Curacao,CUW,2021-06-12,161143
Curacao,CUW,2021-06-13,161498
Curacao,CUW,2021-06-14,162024
Curacao,CUW,2021-06-15,162453
Curacao,CUW,2021-06-16,162833
Curacao,CUW,2021-06-17,163189
Curacao,CUW,2021-06-18,163693
Curacao,CUW,2021-06-19,164039
Curacao,CUW,2021-06-20,164397
Curacao,CUW,2021-06-21,164581
Curacao,CUW,2021-06-22,164881
Curacao,CUW,2021-06-23,165266
Curacao,CUW,2021-06-24,165545
Curacao,CUW,2021-06-25,165936
Curacao,CUW,2021-06-26,166168
Curacao,CUW,2021-06-27,166466
Curacao,CUW,2021-06-28,166942
Curacao,CUW,2021-06-29,167151
Curacao,CUW,2021-06-30,167493
Curacao,CUW,2021-07-01,167589
Curacao,CUW,2021-07-02,167673
Curacao,CUW,2021-07-03,167952
Curacao,CUW,2021-07-04,168003
Curacao,CUW,2021-07-06,168493
Curacao,CUW,2021-07-07,168879
Curacao,CUW,2021-07-09,169429
Curacao,CUW,2021-07-10,169974
Curacao,CUW,2021-07-13,170473
Curacao,CUW,2021-07-14,170857
Curacao,CUW,2021-07-15,171241
Curacao,CUW,2021-07-16,171286
Curacao,CUW,2021-07-17,171810
Curacao,CUW,2021-07-18,171832
Curacao,CUW,2021-07-19,172239
Curacao,CUW,2021-07-20,172271
Curacao,CUW,2021-07-21,172696
Curacao,CUW,2021-07-22,172926
Curacao,CUW,2021-07-23,173010
Curacao,CUW,2021-07-24,173470
Curacao,CUW,2021-07-27,173812
Curacao,CUW,2021-07-28,174286
Curacao,CUW,2021-07-30,174524
Curacao,CUW,2021-07-31,175129
Curacao,CUW,2021-08-03,175562
Curacao,CUW,2021-08-04,175813
Curacao,CUW,2021-08-06,175931
Curacao,CUW,2021-08-07,176768
Curacao,CUW,2021-08-09,177123
Curacao,CUW,2021-08-10,177321
Curacao,CUW,2021-08-11,178110
Curacao,CUW,2021-08-13,178318
Curacao,CUW,2021-08-14,179137
Curacao,CUW,2021-08-17,179277
Curacao,CUW,2021-08-18,179876
Curacao,CUW,2021-08-20,179997
Curacao,CUW,2021-08-21,180643
Curacao,CUW,2021-08-24,180730
Curacao,CUW,2021-08-25,181226
Curacao,CUW,2021-08-27,181325
Curacao,CUW,2021-08-28,181967
Curacao,CUW,2021-08-29,182119
Curacao,CUW,2021-08-30,182257
Curacao,CUW,2021-08-31,182637
Curacao,CUW,2021-09-01,182930
Curacao,CUW,2021-09-02,182949
Curacao,CUW,2021-09-03,182980
Curacao,CUW,2021-09-04,183570
Curacao,CUW,2021-09-06,183592
Curacao,CUW,2021-09-07,183595
Curacao,CUW,2021-09-08,184056
Curacao,CUW,2021-09-10,184087
Curacao,CUW,2021-09-11,184617
Curacao,CUW,2021-09-14,184659
Curacao,CUW,2021-09-15,185129
Curacao,CUW,2021-09-16,185169
Curacao,CUW,2021-09-18,185694
Curacao,CUW,2021-09-19,185713
Curacao,CUW,2021-09-21,186146
Curacao,CUW,2021-09-22,186219
Curacao,CUW,2021-09-23,186226
Curacao,CUW,2021-09-24,186258
Curacao,CUW,2021-09-25,186793
Curacao,CUW,2021-09-28,186826
Curacao,CUW,2021-09-29,187252
Curacao,CUW,2021-10-01,187283
Curacao,CUW,2021-10-02,187772
Curacao,CUW,2021-10-05,187794
Curacao,CUW,2021-10-06,188248
Curacao,CUW,2021-10-08,188290
Curacao,CUW,2021-10-09,188818
Curacao,CUW,2021-10-10,188871
Curacao,CUW,2021-10-13,189304
Curacao,CUW,2021-10-15,189909
Curacao,CUW,2021-10-17,190496
Curacao,CUW,2021-10-18,190506
Curacao,CUW,2021-10-19,190849
Curacao,CUW,2021-10-20,191125
Curacao,CUW,2021-10-21,191130
Curacao,CUW,2021-10-22,191325
Curacao,CUW,2021-10-23,192022
Curacao,CUW,2021-10-25,192023
Curacao,CUW,2021-10-26,192026
Curacao,CUW,2021-10-27,192596
Curacao,CUW,2021-10-28,192605
Curacao,CUW,2021-10-29,192606
Curacao,CUW,2021-10-30,193184
Curacao,CUW,2021-11-03,193784
Curacao,CUW,2021-11-06,194444
Curacao,CUW,2021-11-10,195012
Curacao,CUW,2021-11-11,195044
Curacao,CUW,2021-11-13,195709
Curacao,CUW,2021-11-17,196285
Curacao,CUW,2021-11-20,196835
Curacao,CUW,2021-11-23,196985
Curacao,CUW,2021-11-24,197359
Curacao,CUW,2021-11-25,197366
Curacao,CUW,2021-11-26,197381
Curacao,CUW,2021-11-27,197869
Curacao,CUW,2021-11-30,197871
Curacao,CUW,2021-12-01,198191
Curacao,CUW,2021-12-02,198229
Curacao,CUW,2021-12-04,198653
Curacao,CUW,2021-12-06,198655
Curacao,CUW,2021-12-08,199028
Curacao,CUW,2021-12-09,199029
Curacao,CUW,2021-12-10,199030
Curacao,CUW,2021-12-11,199382
Curacao,CUW,2021-12-13,199681
Curacao,CUW,2021-12-14,200144
Curacao,CUW,2021-12-15,200988
Curacao,CUW,2021-12-16,201750
Curacao,CUW,2021-12-17,202551
Curacao,CUW,2021-12-18,203111
Curacao,CUW,2021-12-20,204086
Curacao,CUW,2021-12-21,204208
Curacao,CUW,2021-12-22,204815
Curacao,CUW,2021-12-23,205416
Curacao,CUW,2021-12-24,206160
Curacao,CUW,2021-12-26,208659
Curacao,CUW,2021-12-27,210920
Curacao,CUW,2021-12-28,215366
Curacao,CUW,2021-12-30,216571
Curacao,CUW,2021-12-31,217092
Curacao,CUW,2022-01-02,218718
Curacao,CUW,2022-01-03,220126
Curacao,CUW,2022-01-04,221819
Curacao,CUW,2022-01-05,223448
Curacao,CUW,2022-01-06,225331
Curacao,CUW,2022-01-07,227037
Curacao,CUW,2022-01-08,230092
Curacao,CUW,2022-01-09,230114
Curacao,CUW,2022-01-10,231743
Curacao,CUW,2022-01-11,232197
Curacao,CUW,2022-01-12,233444
Curacao,CUW,2022-01-13,233803
Curacao,CUW,2022-01-14,234484
Curacao,CUW,2022-01-15,235230
Curacao,CUW,2022-01-16,235587
Curacao,CUW,2022-01-17,236032
Curacao,CUW,2022-01-18,236610
Curacao,CUW,2022-01-19,237000
Curacao,CUW,2022-01-20,237403
Curacao,CUW,2022-01-21,238049
Curacao,CUW,2022-01-22,238176
Curacao,CUW,2022-01-23,238561
Curacao,CUW,2022-01-25,239019
Curacao,CUW,2022-01-27,239270
Curacao,CUW,2022-01-28,239609
Curacao,CUW,2022-01-29,239962
Curacao,CUW,2022-01-30,240111
Curacao,CUW,2022-01-31,240373
Curacao,CUW,2022-02-01,240608
Curacao,CUW,2022-02-02,240867
Curacao,CUW,2022-02-03,241070
Curacao,CUW,2022-02-04,241311
Curacao,CUW,2022-02-05,241648
Curacao,CUW,2022-02-06,241686
Curacao,CUW,2022-02-07,241874
Curacao,CUW,2022-02-08,242051
Curacao,CUW,2022-02-09,242208
Curacao,CUW,2022-02-10,242309
Curacao,CUW,2022-02-11,242514
Curacao,CUW,2022-02-12,242714
Curacao,CUW,2022-02-13,242801
Curacao,CUW,2022-02-14,242899
Curacao,CUW,2022-02-15,243025
Curacao,CUW,2022-02-16,243124
Curacao,CUW,2022-02-17,243246
Curacao,CUW,2022-02-18,243367
Curacao,CUW,2022-02-19,243700
Curacao,CUW,2022-02-20,243777
Curacao,CUW,2022-02-21,243861
Curacao,CUW,2022-02-22,243931
Curacao,CUW,2022-02-23,243995
Curacao,CUW,2022-02-24,244085
Curacao,CUW,2022-02-25,244150
Curacao,CUW,2022-02-26,244507
Curacao,CUW,2022-02-27,244542
Curacao,CUW,2022-03-03,244748
Curacao,CUW,2022-03-04,244862
Curacao,CUW,2022-03-05,244951
Curacao,CUW,2022-03-06,245039
Curacao,CUW,2022-03-08,245135
Curacao,CUW,2022-03-09,245220
Curacao,CUW,2022-03-10,245348
Curacao,CUW,2022-03-12,245632
Curacao,CUW,2022-03-15,245745
Curacao,CUW,2022-03-16,245810
Curacao,CUW,2022-03-17,245903
Curacao,CUW,2022-03-18,245969
Curacao,CUW,2022-03-19,246064
Curacao,CUW,2022-03-21,246089
Curacao,CUW,2022-03-22,246153
Curacao,CUW,2022-03-23,246232
Curacao,CUW,2022-03-24,246290
Curacao,CUW,2022-03-25,246328
Curacao,CUW,2022-03-26,246473
Curacao,CUW,2022-03-27,246490
Curacao,CUW,2022-03-28,246508
Curacao,CUW,2022-03-29,246566
Curacao,CUW,2022-03-30,246624
Curacao,CUW,2022-03-31,246688
Curacao,CUW,2022-04-03,246867
Curacao,CUW,2022-04-05,246961
Curacao,CUW,2022-04-06,246998
Curacao,CUW,2022-04-07,247059
Curacao,CUW,2022-04-08,247140
Curacao,CUW,2022-04-09,247247
Curacao,CUW,2022-04-10,247329
Curacao,CUW,2022-04-12,247697
Curacao,CUW,2022-04-13,248214
Curacao,CUW,2022-04-14,248376
Curacao,CUW,2022-04-17,248666
Curacao,CUW,2022-04-19,248991
Curacao,CUW,2022-04-20,249238
Curacao,CUW,2022-04-21,249437
Curacao,CUW,2022-04-22,249753
Curacao,CUW,2022-04-24,250062
Curacao,CUW,2022-04-26,250269
Curacao,CUW,2022-04-28,250461
Curacao,CUW,2022-04-29,250608
Curacao,CUW,2022-04-30,250781
Curacao,CUW,2022-05-03,250973
Curacao,CUW,2022-05-04,251065
Curacao,CUW,2022-05-05,251186
Curacao,CUW,2022-05-06,251263
Curacao,CUW,2022-05-07,251356
Curacao,CUW,2022-05-10,251635
Curacao,CUW,2022-05-11,251730
Curacao,CUW,2022-05-12,251800
Curacao,CUW,2022-05-13,251867
Curacao,CUW,2022-05-14,251934
Curacao,CUW,2022-05-15,252103
Curacao,CUW,2022-05-16,252104
Curacao,CUW,2022-05-17,252245
Curacao,CUW,2022-05-18,252326
Curacao,CUW,2022-05-19,252440
Curacao,CUW,2022-05-20,252518
Curacao,CUW,2022-05-21,252604
Curacao,CUW,2022-05-24,252703
Curacao,CUW,2022-05-25,252793
Curacao,CUW,2022-05-27,252892
Curacao,CUW,2022-05-28,252957
Curacao,CUW,2022-05-29,253075
Curacao,CUW,2022-05-30,253080
Curacao,CUW,2022-05-31,253138
Curacao,CUW,2022-06-01,253142
Curacao,CUW,2022-06-02,253238
Curacao,CUW,2022-06-03,253304
Curacao,CUW,2022-06-04,253308
Curacao,CUW,2022-06-06,253350
Curacao,CUW,2022-06-07,253428
Curacao,CUW,2022-06-08,253459
Curacao,CUW,2022-06-09,253523
Curacao,CUW,2022-06-10,253564
Curacao,CUW,2022-06-13,253621
Curacao,CUW,2022-06-14,253666
Curacao,CUW,2022-06-15,253698
Curacao,CUW,2022-06-16,253757
Curacao,CUW,2022-06-17,253800
Curacao,CUW,2022-06-20,253828
Curacao,CUW,2022-06-21,253877
Curacao,CUW,2022-06-22,253948
Curacao,CUW,2022-06-23,254003
Curacao,CUW,2022-06-24,254048
Curacao,CUW,2022-06-27,254096
Curacao,CUW,2022-06-28,254139
Curacao,CUW,2022-06-29,254158
Curacao,CUW,2022-06-30,254188
Curacao,CUW,2022-07-01,254202
Curacao,CUW,2022-07-04,254225
Curacao,CUW,2022-07-05,254258
Curacao,CUW,2022-07-06,254289
Curacao,CUW,2022-07-07,254334
Curacao,CUW,2022-07-08,254367
Curacao,CUW,2022-07-11,254403
Curacao,CUW,2022-07-12,254436
Curacao,CUW,2022-07-13,254437
Curacao,CUW,2022-07-14,254484
Curacao,CUW,2022-07-15,254522
Curacao,CUW,2022-07-18,254556
Curacao,CUW,2022-07-19,254603
Curacao,CUW,2022-07-20,254614
Curacao,CUW,2022-07-21,254648
Curacao,CUW,2022-07-22,254687
Curacao,CUW,2022-07-25,254720
Curacao,CUW,2022-07-26,254753
Curacao,CUW,2022-07-27,254765
Curacao,CUW,2022-07-28,254813
Curacao,CUW,2022-07-29,254848
Curacao,CUW,2022-08-01,254880
Curacao,CUW,2022-08-02,254903
Curacao,CUW,2022-08-03,254926
Curacao,CUW,2022-08-04,254963
Curacao,CUW,2022-08-05,255000
Curacao,CUW,2022-08-08,255021
Curacao,CUW,2022-08-09,255056
Curacao,CUW,2022-08-10,255068
Curacao,CUW,2022-08-11,255105
Curacao,CUW,2022-08-12,255122
Curacao,CUW,2022-08-15,255144
Curacao,CUW,2022-08-16,255166
Curacao,CUW,2022-08-18,255192
Curacao,CUW,2022-08-19,255208
Curacao,CUW,2022-08-22,255224
Curacao,CUW,2022-08-23,255236
Curacao,CUW,2022-08-24,255244
Curacao,CUW,2022-08-25,255272
Curacao,CUW,2022-08-26,255284
Curacao,CUW,2022-08-29,255297
Curacao,CUW,2022-08-30,255314
Curacao,CUW,2022-08-31,255480
Curacao,CUW,2022-09-01,255501
Curacao,CUW,2022-09-02,255514
Curacao,CUW,2022-09-05,255530
Curacao,CUW,2022-09-06,255535
Curacao,CUW,2022-09-08,255553
Curacao,CUW,2022-09-09,255575
Curacao,CUW,2022-09-12,255596
Curacao,CUW,2022-09-13,255613
Curacao,CUW,2022-09-15,255637
Curacao,CUW,2022-09-16,255654
Curacao,CUW,2022-09-19,255666
Curacao,CUW,2022-09-20,255681
Curacao,CUW,2022-09-21,255691
Curacao,CUW,2022-09-22,255704
Curacao,CUW,2022-09-23,255716
Curacao,CUW,2022-09-26,255725
Curacao,CUW,2022-09-27,255739
Curacao,CUW,2022-09-29,255751
Curacao,CUW,2022-09-30,255764
Curacao,CUW,2022-10-03,255773
Curacao,CUW,2022-10-04,255788
Curacao,CUW,2022-10-06,255794
Curacao,CUW,2022-10-07,255810
Curacao,CUW,2022-10-11,255827
Curacao,CUW,2022-10-13,255830
Curacao,CUW,2022-10-14,255836
Curacao,CUW,2022-10-15,255837
Curacao,CUW,2022-10-17,255849
Curacao,CUW,2022-10-18,255858
Curacao,CUW,2022-10-20,255874
Curacao,CUW,2022-10-21,255882
Curacao,CUW,2022-10-24,255891
Curacao,CUW,2022-10-25,255903
Curacao,CUW,2022-10-27,255919
Curacao,CUW,2022-10-28,255933
Curacao,CUW,2022-10-31,255936
Curacao,CUW,2022-11-01,255942
Curacao,CUW,2022-11-02,255945
Curacao,CUW,2022-11-03,255950
Curacao,CUW,2022-11-04,255956
Curacao,CUW,2022-11-07,255971
